repo_name,full_name,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,size,created_at,updated_at,pushed_at,archived,has_issues,license,html_url,api_url,query_keyword,crawl_time
ManiSkill,mani-skill/ManiSkill,"SAPIEN Manipulation Skill Framework, an open source GPU parallelized robotics simulator and benchmark",Python,embodied-ai|reinforcement-learning|robot-learning|robot-manipulation|robotics|simulation,3038,507,3038,122,772298,2022-08-02T04:56:58Z,2026-06-24T10:44:01Z,2026-06-24T05:07:23Z,False,True,Apache-2.0,https://github.com/mani-skill/ManiSkill,https://api.github.com/repos/mani-skill/ManiSkill,robotics,2026-06-24T11:18:14.871470+00:00
sesame-robot,dorianborian/sesame-robot,An open and affordable mini quadruped robot based on ESP32.,C,hardware|robotics|walking-robot,3034,419,3034,12,230515,2025-11-21T18:30:15Z,2026-06-24T08:22:11Z,2026-05-30T23:50:33Z,False,True,Apache-2.0,https://github.com/dorianborian/sesame-robot,https://api.github.com/repos/dorianborian/sesame-robot,robotics,2026-06-24T11:18:14.871470+00:00
habitat-lab,facebookresearch/habitat-lab,A modular high-level library to train embodied AI agents across a variety of tasks and environments.,Python,ai|computer-vision|deep-learning|deep-reinforcement-learning|python|reinforcement-learning|research|robotics|sim2real|simulator,3030,678,3030,386,284318,2019-02-04T23:12:51Z,2026-06-24T06:26:49Z,2026-05-07T22:03:51Z,False,True,MIT,https://github.com/facebookresearch/habitat-lab,https://api.github.com/repos/facebookresearch/habitat-lab,robotics,2026-06-24T11:18:14.871470+00:00
legged_gym,leggedrobotics/legged_gym,Isaac Gym Environments for Legged Robots,Python,,3025,574,3025,59,36960,2021-10-18T12:50:04Z,2026-06-24T08:18:15Z,2025-05-29T08:02:13Z,False,True,NOASSERTION,https://github.com/leggedrobotics/legged_gym,https://api.github.com/repos/leggedrobotics/legged_gym,robotics,2026-06-24T11:18:14.871470+00:00
openvslam,xdspacelab/openvslam,OpenVSLAM: A Versatile Visual SLAM Framework,Unknown,computer-vision|fisheye|panorama|robotics|slam|visual-odometry|visual-slam|vr|vslam,2979,869,2979,207,0,2019-04-25T15:32:08Z,2026-06-20T23:53:55Z,2021-02-25T06:32:26Z,True,True,unknown,https://github.com/xdspacelab/openvslam,https://api.github.com/repos/xdspacelab/openvslam,robotics,2026-06-24T11:18:14.871470+00:00
PAROL6-Desktop-robot-arm,Source-Robotics/PAROL6-Desktop-robot-arm,"BOM, STL files and instructions for PAROL6 3D printed robot arm",HTML,ai|lerobot|parol6|python|robotics,2974,338,2974,2,133674,2023-07-16T20:25:20Z,2026-06-24T05:08:23Z,2026-05-05T14:26:49Z,False,True,GPL-3.0,https://github.com/Source-Robotics/PAROL6-Desktop-robot-arm,https://api.github.com/repos/Source-Robotics/PAROL6-Desktop-robot-arm,robotics,2026-06-24T11:18:14.871470+00:00
awesome-robotics-libraries,jslee02/awesome-robotics-libraries,:sunglasses: A curated list of robotics libraries and software,Python,awesome|awesome-list|machine-learning|motion-planning|multibody-dynamics|optimization|robotics|robotics-libraries|robotics-library|robotics-simulation|simulation|slam,2964,487,2964,3,534,2016-04-16T20:44:29Z,2026-06-24T09:00:04Z,2026-06-23T23:23:05Z,False,True,CC0-1.0,https://github.com/jslee02/awesome-robotics-libraries,https://api.github.com/repos/jslee02/awesome-robotics-libraries,robotics,2026-06-24T11:18:14.871470+00:00
open_vins,rpng/open_vins,An open source platform for visual-inertial navigation research.,C++,ekf-localization|msckf|open-vins|research-platform|robotics|sensor-calibration|slam|vio|visual-inertial-odometry,2949,874,2949,69,171850,2019-01-17T15:33:28Z,2026-06-24T08:49:04Z,2025-11-30T08:23:17Z,False,True,GPL-3.0,https://github.com/rpng/open_vins,https://api.github.com/repos/rpng/open_vins,robotics,2026-06-24T11:18:14.871470+00:00
starVLA,starVLA/starVLA,StarVLA: A Lego-like Codebase for Vision-Language-Action Model Developing,Python,robotic-foundation-model|robotics|vision-language-action-model|vla|vlm,2919,367,2919,29,64004,2025-10-09T15:33:23Z,2026-06-24T07:14:11Z,2026-06-22T06:09:35Z,False,True,NOASSERTION,https://github.com/starVLA/starVLA,https://api.github.com/repos/starVLA/starVLA,robotics,2026-06-24T11:18:14.871470+00:00
zenoh,eclipse-zenoh/zenoh,"zenoh unifies data in motion, data in-use, data at rest and computations. It carefully blends traditional pub/sub with geo-distributed storages, queries and computations, while retaining a level of time and space efficiency that is well beyond any of the mainstream stacks.",Rust,distributed-computing|distributed-storage|distributed-systems|edge-computing|embedded|geo-distributed-storages|iot|messaging|network-programming|networking|protocol|robotics|ros2|rust|rust-lang|storage|zenoh,2917,318,2917,249,27415,2020-01-21T15:38:53Z,2026-06-24T07:01:20Z,2026-06-24T00:31:21Z,False,True,NOASSERTION,https://github.com/eclipse-zenoh/zenoh,https://api.github.com/repos/eclipse-zenoh/zenoh,robotics,2026-06-24T11:18:14.871470+00:00
chrono,projectchrono/chrono,High-performance C++ library for multiphysics and multibody dynamics simulations,C++,flexible-body|fluid-solid-interaction|granular-dynamics|modeling|multibody-dynamics|physics-engine|physics-simulation|robotics|simulation|vehicle-dynamics,2898,606,2898,15,1011976,2013-09-03T15:34:23Z,2026-06-24T06:18:00Z,2026-06-23T16:16:31Z,False,True,BSD-3-Clause,https://github.com/projectchrono/chrono,https://api.github.com/repos/projectchrono/chrono,robotics,2026-06-24T11:18:14.871470+00:00
OM1,OpenMind/OM1,Modular AI HAL (Hardware Abstraction Layer) for Robots,Go,llm|multiagent|robotics|ros2|zenoh,2858,995,2858,116,173593,2025-01-08T21:23:40Z,2026-06-24T02:04:24Z,2026-06-20T04:48:43Z,False,True,MIT,https://github.com/OpenMind/OM1,https://api.github.com/repos/OpenMind/OM1,robotics,2026-06-24T11:18:14.871470+00:00
Fast-DDS,eProsima/Fast-DDS,The most complete DDS - Proven: Plenty of success cases. Looking for commercial support? Contact info@eprosima.com,C++,cpp|dds|distributed-systems|fastdds|middleware|omg|robotics|ros2|rtps,2836,931,2836,130,148426,2014-05-29T14:36:15Z,2026-06-24T02:34:39Z,2026-06-24T10:02:39Z,False,True,Apache-2.0,https://github.com/eProsima/Fast-DDS,https://api.github.com/repos/eProsima/Fast-DDS,robotics,2026-06-24T11:18:14.871470+00:00
rl-baselines3-zoo,DLR-RM/rl-baselines3-zoo,"A training framework for Stable Baselines3 reinforcement learning agents, with hyperparameter optimization and pre-trained agents included.",Python,deep-reinforcement-learning|gym|hyperparameter-optimization|hyperparameter-search|hyperparameter-tuning|lab|openai|optimization|pybullet|pybullet-environments|pytorch|reinforcement-learning|rl|robotics|sde|stable-baselines|tuning-hyperparameters,2834,600,2834,63,4069,2020-05-05T05:53:27Z,2026-06-23T03:09:49Z,2026-06-15T17:23:41Z,False,True,MIT,https://github.com/DLR-RM/rl-baselines3-zoo,https://api.github.com/repos/DLR-RM/rl-baselines3-zoo,robotics,2026-06-24T11:18:14.871470+00:00
ModernRobotics,NxRLab/ModernRobotics,"Modern Robotics: Mechanics, Planning, and Control Code Library --- The primary purpose of the provided software is to be easy to read and educational, reinforcing the concepts in the book. The code is optimized neither for efficiency nor robustness.",Python,,2812,983,2812,14,1191,2016-10-04T14:24:08Z,2026-06-24T02:33:17Z,2026-02-18T04:14:56Z,False,True,MIT,https://github.com/NxRLab/ModernRobotics,https://api.github.com/repos/NxRLab/ModernRobotics,robotics,2026-06-24T11:18:14.871470+00:00
rsl_rl,leggedrobotics/rsl_rl,A fast and simple implementation of learning algorithms for robotics.,Python,,2739,622,2739,5,485,2021-10-18T13:00:35Z,2026-06-24T06:58:41Z,2026-06-04T10:49:04Z,False,True,NOASSERTION,https://github.com/leggedrobotics/rsl_rl,https://api.github.com/repos/leggedrobotics/rsl_rl,robotics,2026-06-24T11:18:14.871470+00:00
difftaichi,taichi-dev/difftaichi,"10 differentiable physical simulators built with Taichi differentiable programming (DiffTaichi, ICLR 2020)",Unknown,differentiable-programming|gpu|graphics|robotics|simulation|taichi,2729,269,2729,18,353,2019-12-03T04:35:44Z,2026-06-22T03:41:10Z,2023-11-01T09:01:54Z,False,True,unknown,https://github.com/taichi-dev/difftaichi,https://api.github.com/repos/taichi-dev/difftaichi,robotics,2026-06-24T11:18:14.871470+00:00
rob501,michiganrobotics/rob501,Mathematics for Robotics,Unknown,,2652,292,2652,1,133379,2022-01-26T14:04:45Z,2026-06-24T09:33:10Z,2022-03-21T15:33:13Z,False,True,GPL-3.0,https://github.com/michiganrobotics/rob501,https://api.github.com/repos/michiganrobotics/rob501,robotics,2026-06-24T11:18:14.871470+00:00
navigation,ros-planning/navigation,ROS Navigation stack.  Code for finding where the robot is and how it can get somewhere else.,C++,navigation|robotics|ros,2648,1831,2648,0,5676,2012-11-12T19:40:09Z,2026-06-23T07:09:03Z,2025-06-05T03:38:59Z,True,True,unknown,https://github.com/ros-planning/navigation,https://api.github.com/repos/ros-planning/navigation,robotics,2026-06-24T11:18:14.871470+00:00
openarm,enactic/openarm,A fully open-source humanoid arm for physical AI research and deployment in contact-rich environments.,MDX,bilateral-teleoperation|force-feedback|genesis|gravity-compensation|humanoid-robot|imitation-learning|machine-learning|moveit2|mujoco|open-source|openarm|python|reinforcement-learning|robot|robot-arm|robotics|ros2|teleoperation,2628,287,2628,15,298199,2024-09-29T06:13:42Z,2026-06-24T08:58:13Z,2026-06-24T06:56:46Z,False,True,Apache-2.0,https://github.com/enactic/openarm,https://api.github.com/repos/enactic/openarm,robotics,2026-06-24T11:18:14.871470+00:00
BBackupp,Lakr233/BBackupp,Automated iOS Backup Robot,Swift,,2622,185,2622,5,15641,2023-08-12T17:17:24Z,2026-06-23T08:09:57Z,2026-05-18T17:49:59Z,False,True,GPL-3.0,https://github.com/Lakr233/BBackupp,https://api.github.com/repos/Lakr233/BBackupp,robotics,2026-06-24T11:18:14.871470+00:00
mjlab,mujocolab/mjlab,"Isaac Lab API, powered by MuJoCo-Warp, for RL and robotics research",Python,isaaclab|mujoco|mujoco-warp|reinforcement-learning|robotics-simulation,2575,423,2575,39,75156,2025-06-10T02:34:09Z,2026-06-24T11:16:03Z,2026-06-24T10:23:57Z,False,True,Apache-2.0,https://github.com/mujocolab/mjlab,https://api.github.com/repos/mujocolab/mjlab,robotics,2026-06-24T11:18:14.871470+00:00
Unity-Robotics-Hub,Unity-Technologies/Unity-Robotics-Hub,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",C#,autonomous-robots|autonomy|manipulation|motion-planning|physics-3d|physics-simulation|planning|robot|robot-manipulator|robot-simulation|robotics-control|robotics-development|robotics-simulation|ros|simulation|trajectory-generation|tutorials|unity|unity-robotics|urdf,2535,467,2535,57,95163,2020-09-24T17:23:13Z,2026-06-23T20:01:52Z,2024-11-26T12:02:53Z,False,True,NOASSERTION,https://github.com/Unity-Technologies/Unity-Robotics-Hub,https://api.github.com/repos/Unity-Technologies/Unity-Robotics-Hub,robotics,2026-06-24T11:18:14.871470+00:00
StanfordDoggoProject,Nate711/StanfordDoggoProject,"Stanford Doggo is an open source quadruped robot that jumps, flips, and trots!",Unknown,cad|direct-drive|legged-robotics|quadruped|quasi-direct|robot|stanford-doggo,2529,748,2529,11,4543,2018-09-13T04:43:31Z,2026-06-18T07:16:02Z,2024-07-08T02:08:11Z,False,True,MIT,https://github.com/Nate711/StanfordDoggoProject,https://api.github.com/repos/Nate711/StanfordDoggoProject,robotics,2026-06-24T11:18:14.871470+00:00
simbody,simbody/simbody,"High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical systems like vehicles, robots, and the human skeleton.",C++,biomechanics|multibody-dynamics|physics-engine|physics-simulation|robotics,2526,494,2526,161,271016,2013-08-16T00:21:53Z,2026-06-23T06:44:42Z,2026-06-01T21:39:27Z,False,True,Apache-2.0,https://github.com/simbody/simbody,https://api.github.com/repos/simbody/simbody,robotics,2026-06-24T11:18:14.871470+00:00
awesome-humanoid-robot-learning,YanjieZe/awesome-humanoid-robot-learning,A Paper List for Humanoid Robot Learning.,Python,,2515,148,2515,1,1312,2024-10-30T19:27:44Z,2026-06-24T10:36:43Z,2026-06-19T11:40:02Z,False,True,MIT,https://github.com/YanjieZe/awesome-humanoid-robot-learning,https://api.github.com/repos/YanjieZe/awesome-humanoid-robot-learning,robotics,2026-06-24T11:18:14.871470+00:00
RoboTwin,RoboTwin-Platform/RoboTwin,RoboTwin 2.0 Offical Repo,Python,benchmark|data-generator|embodied-ai|robotics,2482,405,2482,68,50676,2024-09-18T12:26:19Z,2026-06-24T10:56:31Z,2026-05-23T03:16:41Z,False,True,MIT,https://github.com/RoboTwin-Platform/RoboTwin,https://api.github.com/repos/RoboTwin-Platform/RoboTwin,robotics,2026-06-24T11:18:14.871470+00:00
robosuite,ARISE-Initiative/robosuite,robosuite: A Modular Simulation Framework and Benchmark for Robot Learning,Python,physics-simulation|reinforcement-learning|robot-learning|robot-manipulation|robotics,2477,726,2477,107,644951,2018-10-25T07:11:07Z,2026-06-24T08:35:55Z,2026-06-19T07:07:37Z,False,True,NOASSERTION,https://github.com/ARISE-Initiative/robosuite,https://api.github.com/repos/ARISE-Initiative/robosuite,robotics,2026-06-24T11:18:14.871470+00:00
opencog,opencog/opencog,A framework for integrated Artificial Intelligence & Artificial General Intelligence (AGI),Scheme,agi|learning|learning-algorithm|natural-language|natural-language-inference|natural-language-understanding|robot-controller|robotics|unsupervised-learning|unsupervised-learning-algorithms|unsupervised-machine-learning,2469,743,2469,48,186126,2012-10-24T06:10:15Z,2026-06-17T21:22:45Z,2025-08-26T11:35:50Z,False,True,NOASSERTION,https://github.com/opencog/opencog,https://api.github.com/repos/opencog/opencog,robotics,2026-06-24T11:18:14.871470+00:00
simulator,lgsvl/simulator,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles,C#,3d|airsim|api|artificial-intelligence|autonomous|autoware|baidu|carla|computer-vision|csharp|deep-learning|game-engine|machine-learning|reinforcement-learning|ros|self-driving-car|simulator|tensorflow|unity|unreal-engine,2449,790,2449,628,42420,2018-07-02T22:07:26Z,2026-06-18T08:20:50Z,2023-04-04T21:17:55Z,False,True,NOASSERTION,https://github.com/lgsvl/simulator,https://api.github.com/repos/lgsvl/simulator,robotics,2026-06-24T11:18:14.871470+00:00
AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,"Scenarios, tutorials and demos for Autonomous Driving",Jupyter Notebook,airsim|autonomous-driving|autonomous-driving-cookbook|autonomous-vehicles|car|cntk|deep-learning|keras|microsoft|microsoft-garage|robotics|self-driving-car|simulation|tensorflow|tutorial,2433,567,2433,37,56618,2017-11-30T20:51:02Z,2026-06-17T13:30:06Z,2025-08-25T19:22:56Z,False,True,MIT,https://github.com/microsoft/AutonomousDrivingCookbook,https://api.github.com/repos/microsoft/AutonomousDrivingCookbook,robotics,2026-06-24T11:18:14.871470+00:00
Sophus,strasdat/Sophus,C++ implementation of Lie Groups using Eigen.,C++,2d|3d|c-plus-plus|computer-vision|geometry|graphics|math|python|robotics,2432,662,2432,15,267745,2011-12-06T16:48:30Z,2026-06-23T06:26:08Z,2024-07-06T18:06:55Z,False,True,NOASSERTION,https://github.com/strasdat/Sophus,https://api.github.com/repos/strasdat/Sophus,robotics,2026-06-24T11:18:14.871470+00:00
robotics_essentials_ros2,henki-robotics/robotics_essentials_ros2,Learn the basics of robotics through hands-on experience using ROS 2 and Gazebo simulation.,C++,course|navigation|odometry|path-planning|ros2|slam,2404,246,2404,0,33980,2024-10-30T10:39:27Z,2026-06-24T02:36:22Z,2025-11-25T22:56:19Z,False,True,unknown,https://github.com/henki-robotics/robotics_essentials_ros2,https://api.github.com/repos/henki-robotics/robotics_essentials_ros2,robotics,2026-06-24T11:18:14.871470+00:00
GMR,YanjieZe/GMR,[ICRA 2026] GMR: General Motion Retargeting. Retarget human motions into diverse humanoid robots in real time on CPU. Retargeter for TWIST.,Python,,2388,407,2388,96,276017,2025-08-03T07:23:01Z,2026-06-24T08:41:12Z,2026-04-02T09:34:42Z,False,True,MIT,https://github.com/YanjieZe/GMR,https://api.github.com/repos/YanjieZe/GMR,robotics,2026-06-24T11:18:14.871470+00:00
apriltag,AprilRobotics/apriltag,AprilTag is a visual fiducial system popular for robotics research.,C,robotics,2350,661,2350,27,27577,2018-09-18T19:25:08Z,2026-06-24T09:25:38Z,2026-06-15T14:32:00Z,False,True,NOASSERTION,https://github.com/AprilRobotics/apriltag,https://api.github.com/repos/AprilRobotics/apriltag,robotics,2026-06-24T11:18:14.871470+00:00
linuxcnc,LinuxCNC/linuxcnc,"LinuxCNC controls CNC machines. It can drive milling machines, lathes, 3d printers, laser cutters, plasma cutters, robot arms, hexapods, and more.",Python,,2332,1291,2332,322,831791,2012-03-08T18:29:41Z,2026-06-24T06:39:20Z,2026-06-22T22:34:10Z,False,True,GPL-2.0,https://github.com/LinuxCNC/linuxcnc,https://api.github.com/repos/LinuxCNC/linuxcnc,robotics,2026-06-24T11:18:14.871470+00:00
pyrobot,facebookresearch/pyrobot,PyRobot: An Open Source Robotics Research Platform,Python,,2312,353,2312,55,46480,2019-02-01T02:28:00Z,2026-06-13T18:55:03Z,2023-10-03T21:35:11Z,True,True,MIT,https://github.com/facebookresearch/pyrobot,https://api.github.com/repos/facebookresearch/pyrobot,robotics,2026-06-24T11:18:14.871470+00:00
TEASER-plusplus,MIT-SPARK/TEASER-plusplus,A fast and robust point cloud registration library,C++,3d-reconstruction|3d-registration|optimization|point-clouds|robotics|slam,2305,412,2305,41,31012,2020-01-21T03:43:04Z,2026-06-24T06:04:49Z,2025-12-09T15:55:47Z,False,True,MIT,https://github.com/MIT-SPARK/TEASER-plusplus,https://api.github.com/repos/MIT-SPARK/TEASER-plusplus,robotics,2026-06-24T11:18:14.871470+00:00
champ,chvmp/champ,MIT Cheetah I Implementation,C++,gazebo|gazebo-ros|gazebo-simulator|legged-robotics|legged-robots|quadruped|quadruped-robot-gaits|quadruped-simulation|robotics|ros,2261,436,2261,55,23666,2019-05-11T16:44:17Z,2026-06-24T08:38:50Z,2024-07-04T00:40:17Z,False,True,BSD-3-Clause,https://github.com/chvmp/champ,https://api.github.com/repos/chvmp/champ,robotics,2026-06-24T11:18:14.871470+00:00
kiss-icp,PRBonn/kiss-icp,A LiDAR odometry pipeline that just works,C++,3d-mapping|icp|lidar-slam|robotics|ros|ros2|slam,2233,454,2233,17,759,2022-09-13T13:15:47Z,2026-06-24T00:28:58Z,2026-06-09T14:20:13Z,False,True,MIT,https://github.com/PRBonn/kiss-icp,https://api.github.com/repos/PRBonn/kiss-icp,robotics,2026-06-24T11:18:14.871470+00:00
VLA-Adapter,OpenHelix-Team/VLA-Adapter,VLA-Adapter: An Effective Paradigm for Tiny-Scale Vision-Language-Action Model,Python,embodied-ai|robotics|vision-language-action-model,2213,201,2213,38,38674,2025-09-20T10:20:54Z,2026-06-24T07:34:23Z,2026-03-19T14:09:37Z,False,True,MIT,https://github.com/OpenHelix-Team/VLA-Adapter,https://api.github.com/repos/OpenHelix-Team/VLA-Adapter,robotics,2026-06-24T11:18:14.871470+00:00
CppRobotics,onlytailei/CppRobotics,"cpp implementation of robotics algorithms including localization, mapping, SLAM, path planning and control",C++,algorithms|cpp|localization|planning|robotics,2212,536,2212,6,6743,2019-03-28T07:09:18Z,2026-06-24T10:56:59Z,2024-03-08T13:25:58Z,False,True,MIT,https://github.com/onlytailei/CppRobotics,https://api.github.com/repos/onlytailei/CppRobotics,robotics,2026-06-24T11:18:14.871470+00:00
nonebot,nonebot/nonebot,基于 OneBot 标准的 Python 异步 QQ 机器人框架 / Asynchronous QQ robot framework based on OneBot for Python,Python,bot|cqhttp|nonebot|onebot|qq,2198,334,2198,9,1433,2016-12-02T14:23:43Z,2026-06-20T08:41:26Z,2023-06-01T08:44:09Z,False,True,MIT,https://github.com/nonebot/nonebot,https://api.github.com/repos/nonebot/nonebot,robotics,2026-06-24T11:18:14.871470+00:00
roboschool,openai/roboschool,"DEPRECATED: Open-source software for robot simulation, integrated with OpenAI Gym.",Python,,2170,490,2170,83,13334,2017-05-15T22:17:09Z,2026-06-24T10:45:53Z,2023-04-02T11:37:04Z,True,True,NOASSERTION,https://github.com/openai/roboschool,https://api.github.com/repos/openai/roboschool,robotics,2026-06-24T11:18:14.871470+00:00
SplaTAM,spla-tam/SplaTAM,"SplaTAM: Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM (CVPR 2024)",Python,computer-vision|cvpr2024|gaussian-splatting|robotics|slam,2143,245,2143,53,14649,2023-11-30T20:26:47Z,2026-06-22T09:02:23Z,2024-06-19T09:46:15Z,False,True,BSD-3-Clause,https://github.com/spla-tam/SplaTAM,https://api.github.com/repos/spla-tam/SplaTAM,robotics,2026-06-24T11:18:14.871470+00:00
mrpt,MRPT/mrpt,:zap: The Mobile Robot Programming Toolkit (MRPT),C++,autonomous-driving|c-plus-plus|computer-vision|maps|mobile-robotics|mobile-robots|mrpt|particle-filter|robot-framework|robot-motion-estimate|robot-programming|robotics|slam,2138,657,2138,28,306963,2013-10-19T21:09:23Z,2026-06-22T19:33:03Z,2026-06-22T19:32:57Z,False,True,BSD-3-Clause,https://github.com/MRPT/mrpt,https://api.github.com/repos/MRPT/mrpt,robotics,2026-06-24T11:18:14.871470+00:00
Awesome-World-Model,LMD0311/Awesome-World-Model,"Collect some World Models for Autonomous Driving (and Robotic, etc.) papers. ",Unknown,artificial-intelligence|artificial-intelligence-algorithms|autonomous-driving|autonomous-vehicles|awesome|computer-vision|deep-learning|future-predict|robotics|world-model,2127,83,2127,0,756,2024-01-02T09:38:21Z,2026-06-23T04:54:32Z,2026-06-11T02:08:33Z,False,True,unknown,https://github.com/LMD0311/Awesome-World-Model,https://api.github.com/repos/LMD0311/Awesome-World-Model,robotics,2026-06-24T11:18:14.871470+00:00
awesome-ros2,fkromer/awesome-ros2,The Robot Operating System Version 2.0 is awesome!,Unknown,awesome|awesome-list|ros2,2116,334,2116,0,368,2017-10-02T08:50:00Z,2026-06-21T10:12:08Z,2023-08-18T07:40:50Z,True,False,NOASSERTION,https://github.com/fkromer/awesome-ros2,https://api.github.com/repos/fkromer/awesome-ros2,robotics,2026-06-24T11:18:14.871470+00:00
MonoGS,muskie82/MonoGS,[CVPR'24 Highlight & Best Demo Award] Gaussian Splatting SLAM,Python,computer-vision|cvpr2024|gaussian-splatting|robotics|slam,2109,226,2109,102,25814,2024-03-03T17:46:19Z,2026-06-23T16:41:59Z,2024-08-07T14:15:29Z,False,True,NOASSERTION,https://github.com/muskie82/MonoGS,https://api.github.com/repos/muskie82/MonoGS,robotics,2026-06-24T11:18:14.871470+00:00
PromptCraft-Robotics,microsoft/PromptCraft-Robotics,Community for applying LLMs to robotics and a robot simulator with ChatGPT integration,Python,airsim|chatgpt|llm|prompt-engineering|robotics|simulation,2101,222,2101,10,18921,2023-02-08T01:06:33Z,2026-06-15T21:51:54Z,2024-01-20T20:38:07Z,False,True,MIT,https://github.com/microsoft/PromptCraft-Robotics,https://api.github.com/repos/microsoft/PromptCraft-Robotics,robotics,2026-06-24T11:18:14.871470+00:00
MimicKit,xbpeng/MimicKit,A lightweight suite of motion imitation methods for training controllers.,Python,animation|motion-imitation|reinforcement-learning|robotics,2097,272,2097,24,46608,2025-10-08T15:33:01Z,2026-06-24T10:56:27Z,2026-06-23T17:18:29Z,False,True,Apache-2.0,https://github.com/xbpeng/MimicKit,https://api.github.com/repos/xbpeng/MimicKit,robotics,2026-06-24T11:18:14.871470+00:00
Embodied_AI_Paper_List,HCPLab-SYSU/Embodied_AI_Paper_List,[Embodied-AI-Survey-2025] Paper List and Resource Repository for Embodied AI,Unknown,agent|causality|embodied-ai|interaction|manipulation|navigation|percpetion|reasoning|robotics|survey,2088,142,2088,2,12624,2024-06-07T02:10:47Z,2026-06-23T06:14:05Z,2026-06-10T02:53:35Z,False,True,unknown,https://github.com/HCPLab-SYSU/Embodied_AI_Paper_List,https://api.github.com/repos/HCPLab-SYSU/Embodied_AI_Paper_List,robotics,2026-06-24T11:18:14.871470+00:00
Kimera,MIT-SPARK/Kimera,Index repo for Kimera code,Unknown,3d-reconstruction|computer-vision|robotics|semantics|slam|visual-inertial-odometry,2087,241,2087,2,62371,2019-09-16T02:04:14Z,2026-06-22T15:51:25Z,2021-01-30T22:12:14Z,False,True,BSD-2-Clause,https://github.com/MIT-SPARK/Kimera,https://api.github.com/repos/MIT-SPARK/Kimera,robotics,2026-06-24T11:18:14.871470+00:00
ompl,ompl/ompl,The Open Motion Planning Library (OMPL),C++,motion-planning|robotics,2086,695,2086,94,279832,2014-05-20T14:22:59Z,2026-06-24T03:54:04Z,2026-06-22T23:02:36Z,False,True,NOASSERTION,https://github.com/ompl/ompl,https://api.github.com/repos/ompl/ompl,robotics,2026-06-24T11:18:14.871470+00:00
MATLAB-Simulink-Challenge-Project-Hub,mathworks/MATLAB-Simulink-Challenge-Project-Hub,This MATLAB and Simulink Challenge Project Hub contains a list of research and design project ideas. These projects will help you gain practical experience and insight into technology trends and industry directions.,HTML,ai|autonomous|capstone|capstone-project|computer-vision|deep-learning|drones|energy|final-project|final-year-project|master-thesis|matlab|project-ideas|robotics|senior-design|senior-project|simulink|student-project|students|thesis,2072,391,2072,8,51508,2021-02-05T16:03:41Z,2026-06-23T17:05:45Z,2026-06-17T22:35:51Z,False,True,NOASSERTION,https://github.com/mathworks/MATLAB-Simulink-Challenge-Project-Hub,https://api.github.com/repos/mathworks/MATLAB-Simulink-Challenge-Project-Hub,robotics,2026-06-24T11:18:14.871470+00:00
gym-pybullet-drones,learnsyslab/gym-pybullet-drones,PyBullet Gymnasium environments for single and multi-agent reinforcement learning of quadcopter control,Python,betaflight|control|crazyflie|gym|gymnasium|multi-agent|pybullet|quadcopter|quadrotor|reinforcement-learning|robotics|sitl|stable-baselines3|uav,2058,542,2058,111,121717,2020-08-10T07:38:09Z,2026-06-23T13:34:27Z,2026-05-31T13:41:05Z,False,True,MIT,https://github.com/learnsyslab/gym-pybullet-drones,https://api.github.com/repos/learnsyslab/gym-pybullet-drones,robotics,2026-06-24T11:18:14.871470+00:00
moveit,moveit/moveit,:robot: The MoveIt motion planning framework,C++,,2056,991,2056,620,71071,2016-07-27T20:38:09Z,2026-06-24T09:20:27Z,2026-06-08T20:32:39Z,False,True,BSD-3-Clause,https://github.com/moveit/moveit,https://api.github.com/repos/moveit/moveit,robotics,2026-06-24T11:18:14.871470+00:00
ASAP,LeCAR-Lab/ASAP,"[RSS 2025] ""ASAP: Aligning Simulation and Real-World Physics for Learning Agile Humanoid Whole-Body Skills""",Python,humanoid|reinforcement-learning|robotics,2051,195,2051,62,58607,2025-01-28T01:06:43Z,2026-06-23T08:16:20Z,2026-01-06T04:58:36Z,False,True,MIT,https://github.com/LeCAR-Lab/ASAP,https://api.github.com/repos/LeCAR-Lab/ASAP,robotics,2026-06-24T11:18:14.871470+00:00
awesome-NeRF-and-3DGS-SLAM,3D-Vision-World/awesome-NeRF-and-3DGS-SLAM,"A comprehensive list of Implicit Representations, NeRF and 3D Gaussian Splatting papers relating to SLAM/Robotics domain, including papers, videos, codes, and related websites",Unknown,3dgs|awesome|gaussiansplatting|lidar-slam|nerf|robotics|slam|vslam,2045,144,2045,0,770,2022-12-08T09:45:53Z,2026-06-24T08:40:24Z,2026-06-24T07:09:08Z,False,True,unknown,https://github.com/3D-Vision-World/awesome-NeRF-and-3DGS-SLAM,https://api.github.com/repos/3D-Vision-World/awesome-NeRF-and-3DGS-SLAM,robotics,2026-06-24T11:18:14.871470+00:00
